query_text,department
"back pain, blurred vision, weight loss, depression, cough, joint pain",Orthopedics
"depression, rash, cough, sneezing, tremors",Dermatology
"sweating, chest pain, diarrhea",Endocrinology
"abdominal pain, vomiting, headache, rash",Cardiology
"weight gain, blurred vision, nausea, vomiting, weight loss, dizziness",Cardiology
"sweating, joint pain, headache, anxiety, sneezing",Endocrinology
"sore throat, shortness of breath, chest pain, tremors",Pulmonology
"joint pain, diarrhea, shortness of breath, appetite loss",Endocrinology
"fatigue, tremors, diarrhea",Gastroenterology
"shortness of breath, swelling, joint pain, fatigue, depression, anxiety, sore throat",ENT
"depression, weight loss, swelling, anxiety, sore throat, insomnia, blurred vision",Endocrinology
"sore throat, nausea, fever, cough, appetite loss, vomiting, blurred vision",ENT
"cough, joint pain, tremors, abdominal pain",Orthopedics
"diarrhea, fatigue, sweating, chest pain",Psychiatry
"sore throat, weight gain, swelling",ENT
"tremors, joint pain, insomnia, sweating, blurred vision",Psychiatry
"sneezing, depression, rash, weight gain, anxiety, vomiting, abdominal pain",Pulmonology
"joint pain, fatigue, dizziness, swelling, sweating, sore throat, headache",Endocrinology
"swelling, dizziness, rash",Pulmonology
"diarrhea, tremors, rash, nausea, abdominal pain, fever, shortness of breath",Neurology
"rash, headache, fatigue, back pain, anxiety, insomnia",Orthopedics
"tremors, weight loss, shortness of breath, fatigue",Neurology
"nausea, anxiety, back pain, cough, muscle pain",Orthopedics
"fatigue, abdominal pain, sore throat",Endocrinology
"rash, vomiting, cough, back pain, fever, abdominal pain, sore throat",Neurology
"rash, dizziness, weight loss, anxiety, tremors, cough",Cardiology
"muscle pain, vomiting, diarrhea, abdominal pain, back pain, weight gain",Orthopedics
"chest pain, shortness of breath, vomiting, weight loss",Pulmonology
"weight loss, anxiety, diarrhea, swelling",Gastroenterology
"headache, blurred vision, vomiting, rash, muscle pain, swelling, back pain",Psychiatry
"shortness of breath, swelling, cough, blurred vision",Psychiatry
"depression, insomnia, cough, dizziness, anxiety",Pulmonology
"sore throat, cough, sneezing, back pain, sweating, joint pain, headache",Endocrinology
"shortness of breath, sweating, appetite loss, back pain",Gastroenterology
"sneezing, blurred vision, weight gain, anxiety, fatigue, nausea, sore throat",ENT
"dizziness, sore throat, weight gain",Endocrinology
"chest pain, joint pain, headache, tremors, sneezing",General Medicine
"shortness of breath, diarrhea, rash, fever, back pain, anxiety, fatigue",Cardiology
"insomnia, sore throat, fever",General Medicine
"runny nose, weight gain, vomiting, swelling, nausea, abdominal pain",ENT
"weight loss, blurred vision, vomiting, depression, cough, joint pain",Cardiology
"chest pain, weight loss, diarrhea, depression, muscle pain, blurred vision",Gastroenterology
"headache, tremors, insomnia, cough, abdominal pain, appetite loss",Pulmonology
"rash, tremors, runny nose, weight gain, chest pain, muscle pain, abdominal pain",ENT
"fever, shortness of breath, rash, muscle pain, runny nose, nausea",ENT
"swelling, tremors, chest pain, back pain",Pulmonology
"rash, appetite loss, nausea, chest pain, abdominal pain, fever, cough",Dermatology
"fatigue, appetite loss, weight loss, swelling, fever",Pulmonology
"back pain, fatigue, dizziness, shortness of breath, cough, tremors",Orthopedics
"insomnia, fatigue, headache, chest pain",Pulmonology
"rash, vomiting, weight loss, sweating, sneezing, dizziness",Psychiatry
"fever, swelling, headache, nausea, back pain, anxiety",Neurology
"nausea, fatigue, dizziness, sweating",Neurology
"chest pain, rash, joint pain, blurred vision, anxiety",General Medicine
"fever, sore throat, muscle pain, diarrhea",Psychiatry
"rash, anxiety, abdominal pain, joint pain",Orthopedics
"sweating, blurred vision, swelling, depression, tremors, sore throat, headache",Gastroenterology
"insomnia, chest pain, sore throat, fever, sneezing, sweating",Pulmonology
"sore throat, back pain, blurred vision, depression, anxiety",Pulmonology
"weight loss, dizziness, blurred vision, sneezing",Neurology
"sore throat, runny nose, fever, tremors",Cardiology
"rash, cough, joint pain, tremors, appetite loss",Neurology
"swelling, cough, fatigue, chest pain",General Medicine
"swelling, insomnia, chest pain, sore throat",Pulmonology
"sore throat, rash, diarrhea, abdominal pain, joint pain",Gastroenterology
"rash, muscle pain, appetite loss, blurred vision, runny nose, joint pain",Cardiology
"rash, anxiety, chest pain",Dermatology
"fatigue, weight loss, chest pain, joint pain",Orthopedics
"muscle pain, back pain, appetite loss, chest pain, sore throat",ENT
"nausea, joint pain, headache, cough, sneezing, blurred vision",Neurology
"fever, chest pain, depression, tremors",Endocrinology
"back pain, runny nose, weight gain, sore throat, chest pain, insomnia",ENT
"runny nose, cough, sneezing, depression, weight loss, nausea, sore throat",ENT
"weight loss, insomnia, sore throat, chest pain, abdominal pain, blurred vision, rash",General Medicine
"depression, nausea, sore throat, runny nose, fatigue, diarrhea, sneezing",ENT
"vomiting, back pain, cough, fever, rash",Orthopedics
"headache, muscle pain, rash, swelling",Dermatology
"joint pain, weight gain, headache, sore throat, abdominal pain, sneezing",Pulmonology
"weight loss, tremors, headache, muscle pain",Pulmonology
"back pain, rash, headache, depression, tremors",Orthopedics
"swelling, sweating, nausea, dizziness, tremors, insomnia",Gastroenterology
"sore throat, sweating, weight loss, dizziness, nausea",ENT
"back pain, nausea, muscle pain, anxiety, headache, abdominal pain, vomiting",Psychiatry
"nausea, anxiety, sweating",Neurology
"rash, tremors, insomnia, chest pain, cough",Cardiology
"anxiety, nausea, depression, diarrhea",Pulmonology
"sore throat, depression, runny nose, anxiety, back pain, rash, cough",ENT
"blurred vision, shortness of breath, tremors",Pulmonology
"back pain, runny nose, appetite loss, joint pain, anxiety",ENT
"back pain, headache, sneezing, weight loss, nausea",Orthopedics
"weight loss, joint pain, depression, sore throat, muscle pain, nausea, sweating",Pulmonology
"rash, fever, sneezing, nausea",General Medicine
"blurred vision, shortness of breath, anxiety, swelling, abdominal pain, dizziness, sneezing",General Medicine
"sweating, insomnia, back pain, sore throat, runny nose, appetite loss",Psychiatry
"sore throat, runny nose, headache, fever, sweating, cough, weight gain",ENT
"sore throat, nausea, sweating",General Medicine
"sneezing, shortness of breath, runny nose, cough, diarrhea, vomiting, rash",Gastroenterology
"sneezing, appetite loss, abdominal pain, anxiety, insomnia, joint pain, swelling",Orthopedics
"anxiety, runny nose, vomiting, shortness of breath, joint pain",ENT
"anxiety, runny nose, vomiting, appetite loss",Neurology
"fatigue, rash, swelling, chest pain",Pulmonology
"anxiety, back pain, joint pain, appetite loss, swelling, rash",Orthopedics
"fatigue, swelling, cough, depression, sweating",Pulmonology
"insomnia, dizziness, appetite loss, abdominal pain",General Medicine
"fever, diarrhea, insomnia, back pain, nausea",Orthopedics
"depression, muscle pain, runny nose, nausea, sweating, abdominal pain, appetite loss",ENT
"joint pain, headache, sneezing, dizziness, rash, shortness of breath",Orthopedics
"tremors, shortness of breath, sneezing, swelling",Pulmonology
"abdominal pain, fever, nausea, insomnia, depression, weight loss, weight gain",Gastroenterology
"diarrhea, joint pain, headache",Endocrinology
"anxiety, sore throat, shortness of breath, chest pain, diarrhea",ENT
"runny nose, weight loss, rash, vomiting, swelling, back pain",ENT
"cough, vomiting, sweating, weight loss, sore throat",ENT
"weight gain, rash, headache, sore throat, fatigue, sweating",Cardiology
"weight loss, weight gain, depression",Neurology
"joint pain, diarrhea, muscle pain, vomiting, tremors, insomnia",Orthopedics
"blurred vision, insomnia, joint pain",Orthopedics
"muscle pain, shortness of breath, nausea",Endocrinology
"nausea, headache, fever, joint pain",Orthopedics
"nausea, fever, insomnia, runny nose, joint pain",Neurology
"fever, weight gain, cough",Pulmonology
"sweating, appetite loss, shortness of breath, depression",Pulmonology
"nausea, insomnia, appetite loss, abdominal pain, runny nose, vomiting",ENT
"tremors, sneezing, cough, sweating, chest pain",Pulmonology
"sweating, depression, sneezing",Neurology
"weight loss, weight gain, cough, tremors",Psychiatry
"shortness of breath, blurred vision, vomiting, nausea, weight gain, weight loss",Pulmonology
"nausea, depression, fever",Gastroenterology
"fever, cough, depression, appetite loss, dizziness, joint pain",Cardiology
"headache, abdominal pain, shortness of breath, back pain",Cardiology
"muscle pain, sweating, back pain",Endocrinology
"chest pain, sore throat, fever",ENT
"diarrhea, depression, rash",Psychiatry
"sweating, runny nose, back pain, diarrhea, depression, appetite loss, blurred vision",General Medicine
"back pain, headache, depression, anxiety, cough, diarrhea, nausea",Cardiology
"nausea, depression, muscle pain, swelling, runny nose, vomiting",Cardiology
"weight gain, headache, diarrhea, blurred vision, weight loss",Gastroenterology
"fever, blurred vision, nausea",Pulmonology
"appetite loss, weight loss, shortness of breath, abdominal pain, runny nose",Endocrinology
"chest pain, sneezing, fever, weight loss",Neurology
"muscle pain, headache, back pain, sore throat, chest pain, cough, diarrhea",ENT
"sore throat, insomnia, sneezing, muscle pain, vomiting, dizziness, rash",General Medicine
"weight gain, muscle pain, sneezing, chest pain, fatigue, swelling",Cardiology
"appetite loss, back pain, swelling, muscle pain",Pulmonology
"appetite loss, cough, nausea, weight gain, abdominal pain, depression",Neurology
"rash, fever, diarrhea, vomiting, joint pain, shortness of breath, runny nose",Pulmonology
"fatigue, rash, cough, fever, back pain, headache",Pulmonology
"diarrhea, sore throat, insomnia, headache, weight loss, depression",Gastroenterology
"depression, nausea, weight loss, shortness of breath, sneezing, sore throat, headache",Psychiatry
"headache, chest pain, shortness of breath, blurred vision, back pain",Psychiatry
"diarrhea, sneezing, tremors, dizziness",Gastroenterology
"diarrhea, sweating, abdominal pain",Pulmonology
"swelling, sneezing, abdominal pain, anxiety",Neurology
"depression, sore throat, muscle pain, shortness of breath, appetite loss",ENT
"back pain, runny nose, shortness of breath, weight gain, blurred vision",ENT
"sneezing, diarrhea, weight loss, chest pain, swelling, nausea",Gastroenterology
"diarrhea, nausea, rash, headache",Psychiatry
"weight loss, abdominal pain, chest pain, fatigue, shortness of breath",Endocrinology
"headache, joint pain, blurred vision, shortness of breath, appetite loss, tremors, sweating",Orthopedics
"depression, swelling, shortness of breath, diarrhea, abdominal pain, blurred vision, headache",Pulmonology
"headache, shortness of breath, vomiting, chest pain, diarrhea, dizziness, abdominal pain",Pulmonology
"abdominal pain, anxiety, chest pain, weight gain",Endocrinology
"anxiety, weight gain, joint pain, sneezing",Endocrinology
"joint pain, fever, cough, chest pain, rash",Psychiatry
"chest pain, runny nose, fever, anxiety, weight loss, sore throat",ENT
"shortness of breath, anxiety, fever, fatigue, blurred vision, dizziness",Pulmonology
"appetite loss, blurred vision, headache, sore throat, joint pain, fatigue",ENT
"appetite loss, joint pain, blurred vision",Psychiatry
"chest pain, headache, rash, swelling",Neurology
"appetite loss, runny nose, vomiting",ENT
"muscle pain, weight gain, sneezing, insomnia, abdominal pain, shortness of breath",Gastroenterology
"fever, cough, dizziness, weight gain",Pulmonology
"dizziness, anxiety, depression",Neurology
"headache, blurred vision, sore throat, appetite loss, runny nose, tremors",ENT
"dizziness, sneezing, muscle pain",Psychiatry
"tremors, runny nose, joint pain, back pain, shortness of breath",Gastroenterology
"muscle pain, vomiting, appetite loss",Pulmonology
"shortness of breath, rash, blurred vision, sore throat",ENT
"fatigue, sore throat, rash, fever",Psychiatry
"weight loss, tremors, fever",Neurology
"anxiety, fatigue, cough, swelling, appetite loss",Pulmonology
"abdominal pain, dizziness, swelling, appetite loss, shortness of breath, chest pain",Pulmonology
"sweating, nausea, muscle pain, fatigue, tremors",General Medicine
"fever, diarrhea, weight loss",Gastroenterology
"swelling, fatigue, anxiety, sneezing",General Medicine
"weight gain, abdominal pain, nausea, blurred vision, diarrhea, depression, cough",Pulmonology
"sweating, headache, dizziness, nausea, anxiety, joint pain, shortness of breath",Pulmonology
"rash, runny nose, sneezing, weight loss, diarrhea, anxiety, nausea",Pulmonology
"diarrhea, fatigue, shortness of breath, blurred vision, sneezing, cough, chest pain",Pulmonology
"weight loss, sore throat, swelling, rash, cough, nausea, fatigue",ENT
"back pain, headache, fever, insomnia, sore throat, muscle pain",ENT
"diarrhea, blurred vision, shortness of breath, runny nose, rash",ENT
"blurred vision, sore throat, sneezing, nausea",Gastroenterology
"shortness of breath, muscle pain, dizziness",Psychiatry
"insomnia, fever, diarrhea, anxiety",Gastroenterology
"abdominal pain, fatigue, shortness of breath, cough, appetite loss, tremors",Cardiology
"sweating, abdominal pain, diarrhea, fever",Gastroenterology
"depression, runny nose, rash, weight gain, sneezing",ENT
"back pain, chest pain, weight loss, muscle pain",Orthopedics
"diarrhea, headache, sneezing",Gastroenterology
"sneezing, rash, back pain, headache, fatigue",Orthopedics
"fever, vomiting, sneezing, anxiety",Gastroenterology
"diarrhea, anxiety, fatigue, dizziness, abdominal pain",Psychiatry
